,link,class,source_site,titles,is_present
731,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%aa%d8%a7%d9%86%d8%ba%d9%88-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-4-%d8%a7%d9%84%d8%b1%d8%a7%d8%a8%d8%b9%d8%a9/,0,aflamonlinee.online,مسلسل تانغو الحلقة 4 الرابعة,0
732,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%b9%d9%88%d8%b6-%d8%a7%d8%a8%d8%a7-%d8%b9%d9%86-%d8%ac%d8%af-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-6-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3%d8%a9/,0,aflamonlinee.online,مسلسل عوض ابا عن جد الحلقة 6 السادسة,0
733,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d9%85%d9%87%d9%84%d8%a8-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/,0,aflamonlinee.online,مسلسل المهلب الحلقة 2 الثانية,0
734,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d9%88%d8%a7%d9%82-%d9%88%d8%a7%d9%82-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-9-%d8%a7%d9%84%d8%aa%d8%a7%d8%b3%d8%b9%d8%a9/,0,aflamonlinee.online,مسلسل الواق واق الحلقة 9 التاسعة,0
735,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%88%d9%85%d8%b4%d9%8a%d8%aa-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3-%d8%a7%d9%84%d8%ab%d8%a7%d9%84%d8%ab%d8%a9/,0,aflamonlinee.online,مسلسل ومشيت الحلقة 3 الثالثة,0
736,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%83%d9%84%d8%a8%d8%b4-%d8%a7%d9%84%d8%ac%d8%b2%d8%a1-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-12-%d8%a7%d9%84%d8%ab%d8%a7%d9%86-2/,0,aflamonlinee.online,مسلسل كلبش الجزء الثاني الحلقة 12 الثانية عشر,0
737,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%ad%d8%af%d9%88%d8%aa%d8%a9-%d8%ad%d8%a8-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3-%d8%a7%d9%84%d8%ab%d8%a7%d9%84%d8%ab%d8%a9/,0,aflamonlinee.online,مسلسل حدوتة حب الحلقة 3 الثالثة,0
738,http://aflamonlinee.online/%d9%85%d9%85%d9%86%d9%88%d8%b9-%d8%a7%d9%84%d8%a7%d9%82%d8%aa%d8%b1%d8%a7%d8%a8-%d8%a3%d9%88-%d8%a7%d9%84%d8%aa%d8%b5%d9%88%d9%8a%d8%b1-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-6/,0,aflamonlinee.online,مسلسل ممنوع الاقتراب أو التصوير الحلقة 6 السادسة,0
739,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%84%d8%b9%d9%86%d8%a9-%d9%83%d8%a7%d8%b1%d9%85%d8%a7-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-6-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3%d8%a9/,0,aflamonlinee.online,مسلسل لعنة كارما الحلقة 6 السادسة,0
740,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d9%83%d8%a7%d8%a8%d8%aa%d9%86-%d8%b9%d8%b2%d9%88%d8%b2-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1-%d8%a7%d9%84%d8%a7%d9%88%d9%84%d9%8a/,0,aflamonlinee.online,مسلسل الكابتن عزوز الحلقة 1 الاولي,0
741,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%81%d9%88%d9%82-%d8%a7%d9%84%d8%b3%d8%ad%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-6-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3%d8%a9/,0,aflamonlinee.online,مسلسل فوق السحاب الحلقة 6 السادسة,0
742,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d9%83%d8%a7%d8%a8%d8%aa%d9%86-%d8%b9%d8%b2%d9%88%d8%b2-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-12-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9-%d8%b9%d8%b4%d8%b1/,0,aflamonlinee.online,مسلسل الكابتن عزوز الحلقة 12 الثانية عشر,0
743,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d9%85%d9%88%d8%a7%d8%ac%d9%87%d8%a9-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-12-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9-%d8%b9%d8%b4%d8%b1/,0,aflamonlinee.online,مسلسل المواجهة الحلقة 12 الثانية عشر,0
744,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%88%d9%85%d8%b4%d9%8a%d8%aa-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/,0,aflamonlinee.online,مسلسل ومشيت الحلقة 2 الثانية,0
745,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%ac%d9%88%d9%84%d9%8a%d8%a7-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-9-%d8%a7%d9%84%d8%aa%d8%a7%d8%b3%d8%b9%d8%a9/,0,aflamonlinee.online,مسلسل جوليا الحلقة 9 التاسعة,0
746,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d9%88%d8%b5%d9%8a%d8%a9-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-4-%d8%a7%d9%84%d8%b1%d8%a7%d8%a8%d8%b9%d8%a9/,0,aflamonlinee.online,مسلسل الوصية الحلقة 4 الرابعة,0
747,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d9%85%d9%87%d9%84%d8%a8-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-10-%d8%a7%d9%84%d8%b9%d8%a7%d8%b4%d8%b1%d8%a9/,0,aflamonlinee.online,مسلسل المهلب الحلقة 10 العاشرة,0
748,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%b6%d8%af-%d9%85%d8%ac%d9%87%d9%88%d9%84-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-12-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9-%d8%b9%d8%b4%d8%b1/,0,aflamonlinee.online,مسلسل ضد مجهول الحلقة 12 الثانية عشر,0
749,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%87%d8%a7%d8%b1%d9%88%d9%86-%d8%a7%d9%84%d8%b1%d8%b4%d9%8a%d8%af-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7-%d8%a7%d9%84%d8%b3%d8%a7%d8%a8%d8%b9%d8%a9/,0,aflamonlinee.online,مسلسل هارون الرشيد الحلقة 7 السابعة,0
750,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%b1%d9%88%d8%b2%d9%86%d8%a7-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/,0,aflamonlinee.online,مسلسل روزنا الحلقة 2 الثانية,0
751,http://aflamonlinee.online/%d9%85%d8%b3%d8%b1%d8%ad-%d9%85%d8%b5%d8%b1-%d9%81%d9%8a-%d8%b1%d9%85%d8%b6%d8%a7%d9%86-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7-%d8%a7%d9%84%d8%b3%d8%a7%d8%a8%d8%b9%d8%a9-%d9%85%d8%b3%d8%b1%d8%ad%d9%8a/,0,aflamonlinee.online,مسرح مصر في رمضان الحلقة 7 السابعة مسرحية ال كابوني,0
752,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%88%d9%87%d9%85-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1-%d8%a7%d9%84%d8%a7%d9%88%d9%84%d9%8a/,0,aflamonlinee.online,مسلسل وهم الحلقة 1 الاولي,0
753,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%84%d8%b9%d9%86%d8%a9-%d9%83%d8%a7%d8%b1%d9%85%d8%a7-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-10-%d8%a7%d9%84%d8%b9%d8%a7%d8%b4%d8%b1%d8%a9/,0,aflamonlinee.online,مسلسل لعنة كارما الحلقة 10 العاشرة,0
754,http://aflamonlinee.online/%d8%ae%d8%b0%d9%8a%d8%aa-%d9%85%d9%86-%d8%b9%d9%85%d8%b1%d9%8a-%d9%88%d8%b9%d8%b7%d9%8a%d8%aa-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/,0,aflamonlinee.online,مسلسل خذيت من عمري وعطيت الحلقة 2 الثانية,0
755,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%ac%d9%88%d9%84%d9%8a%d8%a7-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-10-%d8%a7%d9%84%d8%b9%d8%a7%d8%b4%d8%b1%d8%a9/,0,aflamonlinee.online,مسلسل جوليا الحلقة 10 العاشرة,0
756,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%85%d8%b1-%d9%88%d8%a7%d9%82%d8%b9-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-12-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9-%d8%b9%d8%b4%d8%b1/,0,aflamonlinee.online,مسلسل امر واقع الحلقة 12 الثانية عشر,0
757,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d8%b9%d8%a7%d8%b5%d9%88%d9%81-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-13-%d8%a7%d9%84%d8%ab%d8%a7%d9%84%d8%ab%d8%a9-%d8%b9%d8%b4%d8%b1/,0,aflamonlinee.online,مسلسل العاصوف الحلقة 13 الثالثة عشر,0
758,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%86%d9%88%d9%81-%d8%ad%d9%84%d9%82%d8%a9-2-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/,0,aflamonlinee.online,مسلسل نوف حلقة 2 الثانية,0
759,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%ac%d9%88%d9%84%d9%8a%d8%a7-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-14/,0,aflamonlinee.online,مسلسل جوليا الحلقة 14 الرابعة عشر,0
760,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d8%b9%d8%a7%d8%b5%d9%88%d9%81-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-11-%d8%a7%d9%84%d8%ad%d8%a7%d8%af%d9%8a%d8%a9-%d8%b9%d8%b4%d8%b1/,0,aflamonlinee.online,مسلسل العاصوف الحلقة 11 الحادية عشر,0
761,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d9%85%d9%88%d8%a7%d8%ac%d9%87%d8%a9-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7-%d8%a7%d9%84%d8%b3%d8%a7%d8%a8%d8%b9%d8%a9/,0,aflamonlinee.online,مسلسل المواجهة الحلقة 7 السابعة,0
762,http://aflamonlinee.online/%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d9%85%d8%b3%d8%b1%d8%ad-%d9%85%d8%b5%d8%b1-%d9%81%d9%8a-%d8%b1%d9%85%d8%b6%d8%a7%d9%86-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1-%d8%a7%d9%84%d8%a7%d9%88%d9%84%d9%8a/,0,aflamonlinee.online,برنامج مسرح مصر في رمضان الحلقة 1 الاولي (مسرحية الخاتم),0
763,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d9%85%d9%88%d8%a7%d8%ac%d9%87%d8%a9-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/,0,aflamonlinee.online,مسلسل المواجهة الحلقة 2 الثانية,0
764,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%ad%d8%b1%d9%8a%d9%85-%d8%a7%d9%84%d8%b4%d8%a7%d9%88%d9%8a%d8%b4-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-4-%d8%a7%d9%84%d8%b1%d8%a7%d8%a8%d8%b9%d8%a9/,0,aflamonlinee.online,مسلسل حريم الشاويش الحلقة 4 الرابعة,0
765,http://aflamonlinee.online/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%86%d8%b3%d8%b1-%d8%a7%d9%84%d8%b5%d8%b9%d9%8a%d8%af-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-6-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3%d8%a9-2/,0,aflamonlinee.online,مسلسل نسر الصعيد الحلقة 6 السادسة,0
766,https://urcima.com/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%b4%d9%8a%d8%a1-%d9%85%d9%86-%d8%a7%d9%84%d9%85%d8%a7%d8%b6%d9%8a-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-21-%d8%a7%d9%84%d8%ad%d8%a7%d8%af%d9%8a%d8%a9-%d9%88%d8%a7/,0,urcima.com,مسلسل شيء من الماضي الحلقة 21 الحادية والعشرون,0
767,https://ramdan.video/%d8%a3%d9%88%d9%84-%d8%b8%d9%87%d9%88%d8%b1-%d9%84%d9%84%d9%86%d8%ac%d9%85%d8%a9-%d9%87%d8%a7%d9%84%d8%a9-%d8%b5%d8%af%d9%82%d9%8a-%d9%81%d9%8a-%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%b1%d8%ad%d9%8a_feceade3e.html,1,ramdan.video,"أول ظهور للنجمة "" هالة صدقي "" في مسلسل رحيم ... شوف عايزة ايه من رحيم!!",1
768,https://ramdan.video/%d8%aa%d8%b7%d9%88%d8%b1-%d9%83%d8%a8%d9%8a%d8%b1-%d9%81%d9%8a-%d9%82%d8%b6%d9%8a%d8%a9-%d8%b9%d8%b2%d8%aa-%d8%a7%d9%84%d9%85%d9%86%d8%aa%d8%ad%d8%b1-%d9%87%d9%84-%d9%87%d9%8a%d9%83%d9%88%d9%86_5d6b9bea3.html,0,ramdan.video,"تطور كبير في قضية عزت "" المنتحر "" .. هل هيكون حد في الداخلية له علاقة؟؟ - رحيم",1
769,https://ramdan.video/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d8%ae%d8%a7%d9%88%d8%a9-%d8%a7%d9%84%d8%ac%d8%b2%d8%a1-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3%d9%85%d9%8a%d9%86%d8%a9-%d8%aa%d9%82%d8%aa%d8%b1%d8%ad_5101923d9.html,0,ramdan.video,مسلسل الخاوة الجزء الثاني - أمينة تقترح حل على رحيم,1
770,https://ramdan.video/%d9%85%d8%a7%d9%86%d8%af%d9%88-%d9%8a%d9%87%d8%b1%d8%a8-%d9%85%d9%86-%d8%a7%d9%84%d9%85%d8%b1%d8%a7%d9%82%d8%a8%d8%a9-%d8%a7%d9%84%d9%84%d9%8a-%d8%b9%d9%84%d9%8a%d9%87-%d8%a8%d8%b0%d9%83%d8%a7%d8%a1_524aa3828.html,0,ramdan.video,ماندو يهرب من المراقبة اللي عليه بذكاء !! إتعلم من ماندو,0
771,https://ramdan.video/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%b9%d9%88%d8%a7%d9%84%d9%85-%d8%ae%d9%81%d9%8a%d8%a9-%d9%8a%d8%a7-%d8%aa%d8%b1%d9%8a-%d9%84%d9%8a%d9%87-%d8%a7%d9%84%d8%a3%d9%85%d9%86-%d8%a7%d9%84%d9%88%d8%b7_7271b34b0.html,0,ramdan.video,مسلسل عوالم خفية | يا تري ليه الأمن الوطني قبض علي زيزو؟ وهلال هيعمل ايه,0
772,https://ramdan.video/%d9%84%d8%ad%d8%b8%d8%a9-%d9%87%d8%b1%d9%88%d8%a8-%d8%b4%d9%87%d8%a7%d8%a8-%d9%85%d9%86-%d8%a7%d9%84%d8%a3%d9%85%d9%86-%d8%a7%d9%84%d9%88%d8%b7%d9%86%d9%8a-%d8%a8%d8%b7%d8%b1%d9%8a%d9%82%d8%aa%d9%87_81f4398be.html,0,ramdan.video,لحظة هروب شهاب من الأمن الوطني بطريقته الخاصة - راس الغول,0
773,https://ramdan.video/%d9%84%d9%85%d8%a7-%d8%aa%d9%82%d8%aa%d9%84-%d8%ad%d8%af-%d9%85%d9%86-%d8%a7%d9%84%d8%b4%d8%ad%d8%a7%d8%aa%d9%8a%d9%86-%d9%85%d8%ad%d8%af%d8%b4-%d9%87%d9%8a%d8%b3%d8%a3%d9%84-%f0%9f%98-%b3%d8%b9%d9_d7a45126e.html,0,ramdan.video,لما تقتل حد من الشحاتين محدش هيسأل ,0
774,https://ramdan.video/%d8%b0%d8%a7%d8%aa-%d9%85%d9%88%d9%85%d9%86%d8%aa-%d9%84%d9%85%d8%a7-%d8%aa%d9%83%d9%88%d9%86-%d8%a8%d8%aa%d9%83%d9%84%d9%85-%d8%a3%d9%85-%d8%b5%d8%a7%d8%ad%d8%a8%d9%83-%d9%88%d8%a8%d8%aa%d8%b3%d8%a3_eeaee1b9e.html,0,ramdan.video,ذات مومنت لما تكون بتكلم أم صاحبك وبتسألها عليه | دانتي ولية قليلة الأدب صحيح | #ناجي_عطالله,0
775,https://ramdan.video/%d8%b5%d8%a7%d8%ad%d8%a8%d9%83-%d8%a7%d9%84%d9%84%d9%8a-%d8%a8%d9%8a%d8%ad%d8%a8%d9%83-%d8%a8%d8%ac%d8%af-%d9%87%d9%88-%d8%a7%d9%84%d9%84%d9%8a-%d9%8a%d8%b3%d8%a7%d9%85%d8%ad%d9%83-%d9%85%d9%87%d9%85_0f96e97c1.html,0,ramdan.video,"صاحبك اللي بيحبك بجد هو اللي يسامحك مهما عملت فيها "" صداقة هلال كامل و دراز "" - عوالم خفية",0
776,https://ramdan.video/%d8%a7%d9%84%d8%b4%d8%a7%d8%b1%d8%b9-%d8%a7%d9%84%d9%84%d9%8a-%d9%88%d8%b1%d8%a7%d9%86%d8%a7-%d8%a5%d9%8a%d9%87-%d8%a7%d9%84%d9%84%d9%8a-%d8%b9%d8%b2%d8%aa-%d9%86%d8%a7%d9%88%d9%8a-%d8%b9%d9%84_b901409a9.html,0,ramdan.video,الشارع اللي ورانا | إيه اللي عزت ناوي عليه من كلامه مع نادية وأميرة؟,0
777,https://ramdan.video/%d8%b5%d8%a7%d8%ad%d8%a8%d9%83-%d8%a7%d9%84%d9%84%d9%8a-%d8%a8%d9%8a%d8%ad%d8%a8%d9%83-%d8%a8%d8%ac%d8%af-%d9%87%d9%8a-%d8%a7%d9%84%d9%84%d9%8a-%d9%87%d9%8a%d8%ae%d8%a7%d9%81-%d8%b9%d9%84%d9%8a%d9%83_33dbfa0f5.html,0,ramdan.video,"صاحبك اللي بيحبك بجد هي اللي هيخاف عليك "" شوف صاحب خالد النبوي بيحبه ولا ايه ؟ "" - 7 أرواح",0
778,https://ramdan.video/%d8%a7%d9%84%d8%b4%d8%a7%d8%b1%d8%b9-%d8%a7%d9%84%d9%84%d9%8a-%d9%88%d8%b1%d8%a7%d9%86%d8%a7-%d8%b5%d8%af%d9%85%d8%a9-%d8%ab%d9%86%d8%a7%d8%a1-%d9%85%d9%86-%d8%a7%d9%84%d9%84%d9%8a-%d8%b4%d8%a7%d9%81_85fe6a64e.html,0,ramdan.video,الشارع اللي ورانا| صدمة ثناء من اللي شافته كان لازم يكون ده رد فعلها,0
779,https://ramdan.video/%d8%b5%d8%af%d9%85%d8%a9-%d8%af%d8%a7%d9%84%d9%8a%d8%a7-%d9%84%d9%85%d8%a7-%d8%a7%d9%84%d8%b9%d9%85%d9%8a%d8%af-%d8%a3%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%af%d9%8a%d8%a8-%d9%81%d8%aa%d8%b4-%d8%a7%d9%84_fd98ce867.html,0,ramdan.video,صدمة داليا لما العميد أحمد الديب فتش البيت ودخل عليها الحمام!! - رحيم,1
780,https://ramdan.video/%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d8%b1%d8%a7%d9%85%d8%b2-%d8%ac%d9%84%d8%a7%d9%84-%d8%aa%d8%ad%d8%aa-%d8%a7%d9%84%d8%ab%d9%84%d8%ac-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-%d8%a7%d9%84%d8%b1%d8%a7_192d239b7.html,0,ramdan.video,برنامج رامز جلال تحت الثلج الحلقة الرابعة,0
781,https://ramdan.video/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%b9%d9%88%d8%a7%d9%84%d9%85-%d8%ae%d9%81%d9%8a%d8%a9-%d8%aa%d9%81%d8%aa%d9%83%d8%b1%d9%88%d8%a7-%d9%85%d9%8a%d9%86-%d9%87%d9%88-%d8%a7%d9%84%d9%85%d8%b3%d9%8a_64113ca16.html,0,ramdan.video,مسلسل عوالم خفية |  تفتكروا مين هو المسيو اللي بيدور عنه هلال ؟,0
782,https://ramdan.video/%d8%b9%d9%88%d8%a7%d9%84%d9%85-%d8%ae%d9%81%d9%8a%d8%a9-%d9%85%d9%88%d8%a7%d8%ac%d9%87%d8%a9-%d8%a8%d9%8a%d9%86-%d9%87%d9%84%d8%a7%d9%84-%d9%83%d8%a7%d9%85%d9%84-%d9%88%d8%a8%d9%8a%d9%86-%d8%a7_804aae4f5.html,0,ramdan.video,عوالم خفية | مواجهة بين هلال كامل وبين اللي ضربوه علشان بيدور في ملفات قديمة,0
783,https://ramdan.video/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%b7%d8%a7%d9%8a%d8%b9-%d9%85%d9%87%d8%ac%d8%a9-%d9%88%d8%b7%d8%a7%d9%8a%d8%b9-%d9%87%d8%b1%d8%a8%d9%88%d8%a7-%d9%84%d9%84%d9%82%d8%a7%d9%87%d8%b1%d8%a9-%d9%8a_5a054d436.html,0,ramdan.video,مسلسل طايع | مهجة وطايع هربوا للقاهرة .. ياترى الريس حربي هيعرف مكانهم ؟,0
784,https://ramdan.video/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%b7%d8%a7%d9%8a%d8%b9-%d8%b7%d8%a7%d9%8a%d8%b9-%d9%82%d8%af%d8%b1-%d9%8a%d9%88%d8%b5%d9%84-%d9%84%d8%b3%d8%b1%d8%a7%d8%ac-%d9%8a%d8%a7%d8%aa%d8%b1%d9%89-%d9%87_0ed77d4cc.html,0,ramdan.video,مسلسل طايع |  طايع قدر يوصل لسراج.. ياترى هيساعده في المشكلة الجديدة اللي وقع فيها ؟,0
785,https://ramdan.video/%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d8%a7%d9%84%d8%ae%d8%b1%d9%88%d8%ac-%d8%b9%d9%84%d8%a7-%d8%ba%d8%a7%d9%86%d9%85-%d9%88%d8%a3%d8%ae%d8%aa%d9%87%d8%a7-%d8%aa%d9%83%d8%b4%d9%81-%d9%84%d9%80-%d8%a3_b3030fd35.html,0,ramdan.video,"مسلسل الخروج - علا غانم وأختها تكشف لـ ""أحمد كمال""حقيقة صاحب عمره ""كان بينام مع أختك""",0
786,https://ramdan.video/%d9%84%d9%88-%d8%b1%d8%a3%d9%8a%d9%86%d8%a7%d9%87-29-05-2018%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d9%84%d9%88-%d8%b1%d8%a3%d9%8a%d9%86%d8%a7%d9%87-%d9%85%d8%b9-%d8%a7%d9%84%d8%af%d8%a7%d8%b9%d9%8a_f10c1308b.html,0,ramdan.video,لو رأيناه 29-05-2018برنامج لو رأيناه مع الداعية الإسلامي أحمد الطلحي يتناول السيرة العطرة لسيد الخلق,0
787,https://ramdan.video/%d9%84%d9%88-%d8%b1%d8%a3%d9%8a%d9%86%d8%a7%d9%87-30-05-2018%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d9%84%d9%88-%d8%b1%d8%a3%d9%8a%d9%86%d8%a7%d9%87-%d9%85%d8%b9-%d8%a7%d9%84%d8%af%d8%a7%d8%b9%d9%8a_d9e7dd8dc.html,0,ramdan.video,لو رأيناه 30-05-2018برنامج لو رأيناه مع الداعية الإسلامي أحمد الطلحي يتناول السيرة العطرة لسيد الخلق,0
788,https://ramdan.video/%d9%85%d9%84%d9%8a%d9%83%d8%a9-%d9%85%d9%84%d9%8a%d9%83%d8%a9-%d8%a7%d9%81%d8%aa%d9%83%d8%b1%d8%aa-%d9%85%d9%88%d9%82%d9%81-%d8%a8%d9%8a%d9%86%d9%87%d8%a7-%d9%88%d8%a8%d9%8a%d9%86%d8%a2%d9%8a_bb7210179.html,0,ramdan.video,"مليكة | ""مليكة"" افتكرت موقف بينها وبين""آية"" بعد ما ""شريف"" جاب سيرتها بس المفاجأة اللي حصلت مش مفهومة",0
789,http://www.gdedak.tv/series/episodes-online/6000-%D9%85%D8%B3%D9%84%D8%B3%D9%84-%D8%B6%D8%AF-%D9%85%D8%AC%D9%87%D9%88%D9%84-%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A9-20/#playVideo,0,www.gdedak.tv,مسلسل ضد مجهول الحلقة 20 العشرون كاملة,0
790,http://www.gdedak.tv/series/episodes-online/6041-%D9%85%D8%B3%D9%84%D8%B3%D9%84-%D8%B6%D8%AF-%D9%85%D8%AC%D9%87%D9%88%D9%84-%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A9-21/#playVideo,0,www.gdedak.tv,مسلسل ضد مجهول الحلقة 21 الحادية والعشرون كاملة,0
791,http://www.gdedak.tv/series/episodes-online/6040-%D9%85%D8%B3%D9%84%D8%B3%D9%84-%D9%84%D9%8A%D8%A7%D9%84%D9%8A-%D8%A7%D9%88%D8%AC%D9%8A%D9%86%D9%8A-%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A9-21/#playVideo,0,www.gdedak.tv,مسلسل ليالي اوجيني الحلقة 21 الحادية والعشرون كاملة,0
